product_code,enterprise_code,product_name_cn,product_name_en,industry_code,industry_name,product_category,product_type,hs_code,unit,moq,exw_price,currency,quote_date,quote_valid_until,target_market,export_suitability,recommendation_level,certification_status,status
PRD00135,ENT0027,样例企业027产品5,Product 5 of ENT0027,FOOD,食品饮料,定制产品,定制品,41183875,箱,100,21.22,USD,2023-04-06,2023-07-05,中东,适合,B可推荐,待补充,draft
PRD00136,ENT0028,样例企业028产品1,Product 1 of ENT0028,TEXT,纺织服装,配套产品,定制品,54160603,箱,100,114.93,USD,2024-08-24,2024-11-22,中东,适合,A优先推荐,部分齐全,draft
PRD00137,ENT0028,样例企业028产品2,Product 2 of ENT0028,TEXT,纺织服装,核心产品,标准品,62805785,件,100,130.35,USD,2025-10-14,2026-01-12,欧洲,适合,B可推荐,待补充,active
PRD00138,ENT0028,样例企业028产品3,Product 3 of ENT0028,TEXT,纺织服装,升级产品,定制品,76800320,箱,100,55.39,USD,2024-07-25,2024-10-23,拉美,待判断,A优先推荐,部分齐全,draft
PRD00139,ENT0028,样例企业028产品4,Product 4 of ENT0028,TEXT,纺织服装,配套产品,ODM,94659700,套,500,96.95,USD,2025-10-02,2025-12-31,非洲,待判断,B可推荐,部分齐全,active
PRD00140,ENT0028,样例企业028产品5,Product 5 of ENT0028,TEXT,纺织服装,核心产品,OEM,59762418,件,500,104.41,USD,2023-01-19,2023-04-19,北美,基本适合,C待完善,部分齐全,inactive
PRD00141,ENT0029,样例企业029产品1,Product 1 of ENT0029,HOME,家居日用,定制产品,OEM,15347679,件,100,195.77,USD,2024-07-07,2024-10-05,东南亚,待判断,B可推荐,齐全,draft
PRD00142,ENT0029,样例企业029产品2,Product 2 of ENT0029,HOME,家居日用,定制产品,ODM,62766032,箱,100,227.14,USD,2023-02-15,2023-05-16,北美,基本适合,A优先推荐,待补充,active
PRD00143,ENT0029,样例企业029产品3,Product 3 of ENT0029,HOME,家居日用,核心产品,定制品,62285643,套,100,227.30,USD,2025-04-26,2025-07-25,拉美,适合,B可推荐,待补充,active
PRD00144,ENT0029,样例企业029产品4,Product 4 of ENT0029,HOME,家居日用,核心产品,定制品,23057045,台,100,265.61,USD,2024-06-04,2024-09-02,中东,待判断,B可推荐,待补充,inactive
PRD00145,ENT0029,样例企业029产品5,Product 5 of ENT0029,HOME,家居日用,核心产品,OEM,99677825,套,50,98.03,USD,2023-04-21,2023-07-20,东南亚,基本适合,B可推荐,待补充,active
PRD00146,ENT0030,样例企业030产品1,Product 1 of ENT0030,TEXT,纺织服装,配套产品,定制品,28177609,台,50,110.35,USD,2024-10-11,2025-01-09,中东,待判断,B可推荐,部分齐全,active
PRD00147,ENT0030,样例企业030产品2,Product 2 of ENT0030,TEXT,纺织服装,核心产品,标准品,87437815,套,100,85.57,USD,2025-06-16,2025-09-14,拉美,基本适合,A优先推荐,待补充,active
PRD00148,ENT0030,样例企业030产品3,Product 3 of ENT0030,TEXT,纺织服装,核心产品,ODM,14302736,件,100,125.59,USD,2023-12-19,2024-03-18,东南亚,基本适合,A优先推荐,待补充,inactive
PRD00149,ENT0030,样例企业030产品4,Product 4 of ENT0030,TEXT,纺织服装,升级产品,标准品,73006910,套,100,202.14,USD,2024-12-07,2025-03-07,中东,适合,C待完善,待补充,inactive
PRD00150,ENT0030,样例企业030产品5,Product 5 of ENT0030,TEXT,纺织服装,配套产品,定制品,69176948,件,200,59.41,USD,2024-07-30,2024-10-28,非洲,适合,C待完善,齐全,active
PRD00151,ENT0031,样例企业031产品1,Product 1 of ENT0031,ELEC,电子电气,定制产品,ODM,41325994,件,500,72.33,USD,2024-02-17,2024-05-17,中东,适合,C待完善,部分齐全,draft
PRD00152,ENT0031,样例企业031产品2,Product 2 of ENT0031,ELEC,电子电气,定制产品,OEM,21441521,套,100,154.24,USD,2025-05-29,2025-08-27,欧洲,待判断,A优先推荐,齐全,active
PRD00153,ENT0031,样例企业031产品3,Product 3 of ENT0031,ELEC,电子电气,定制产品,定制品,84103302,件,50,172.92,USD,2024-01-10,2024-04-09,非洲,待判断,B可推荐,部分齐全,active
PRD00154,ENT0031,样例企业031产品4,Product 4 of ENT0031,ELEC,电子电气,定制产品,ODM,92655193,件,200,250.25,USD,2023-06-26,2023-09-24,东南亚,待判断,C待完善,齐全,active
PRD00155,ENT0031,样例企业031产品5,Product 5 of ENT0031,ELEC,电子电气,定制产品,ODM,27627707,件,100,25.13,USD,2023-12-27,2024-03-26,非洲,待判断,A优先推荐,齐全,draft
PRD00156,ENT0032,样例企业032产品1,Product 1 of ENT0032,MACH,机械设备,配套产品,ODM,85295552,套,100,147.95,USD,2023-04-12,2023-07-11,北美,适合,C待完善,待补充,inactive
PRD00157,ENT0032,样例企业032产品2,Product 2 of ENT0032,MACH,机械设备,升级产品,ODM,85388810,台,200,78.24,USD,2024-02-29,2024-05-29,中东,适合,A优先推荐,部分齐全,active
PRD00158,ENT0032,样例企业032产品3,Product 3 of ENT0032,MACH,机械设备,配套产品,OEM,66962299,件,200,197.23,USD,2024-11-24,2025-02-22,非洲,基本适合,B可推荐,齐全,draft
PRD00159,ENT0032,样例企业032产品4,Product 4 of ENT0032,MACH,机械设备,核心产品,定制品,31636634,箱,100,257.02,USD,2023-08-28,2023-11-26,欧洲,基本适合,B可推荐,部分齐全,draft
PRD00160,ENT0032,样例企业032产品5,Product 5 of ENT0032,MACH,机械设备,配套产品,定制品,87645523,台,50,35.90,USD,2024-11-19,2025-02-17,东南亚,待判断,C待完善,齐全,draft
PRD00161,ENT0033,样例企业033产品1,Product 1 of ENT0033,TEXT,纺织服装,核心产品,定制品,19725512,件,100,47.03,USD,2023-11-11,2024-02-09,非洲,基本适合,C待完善,待补充,active
PRD00162,ENT0033,样例企业033产品2,Product 2 of ENT0033,TEXT,纺织服装,核心产品,定制品,89078368,套,100,122.02,USD,2025-08-13,2025-11-11,欧洲,基本适合,B可推荐,齐全,inactive
PRD00163,ENT0033,样例企业033产品3,Product 3 of ENT0033,TEXT,纺织服装,核心产品,ODM,10529204,箱,50,172.35,USD,2025-07-26,2025-10-24,欧洲,基本适合,B可推荐,齐全,active
PRD00164,ENT0033,样例企业033产品4,Product 4 of ENT0033,TEXT,纺织服装,配套产品,OEM,92383107,件,100,175.90,USD,2023-08-03,2023-11-01,欧洲,待判断,B可推荐,部分齐全,active
PRD00165,ENT0033,样例企业033产品5,Product 5 of ENT0033,TEXT,纺织服装,定制产品,定制品,11746608,套,50,189.76,USD,2024-05-13,2024-08-11,中东,基本适合,C待完善,待补充,draft
PRD00166,ENT0034,样例企业034产品1,Product 1 of ENT0034,MACH,机械设备,定制产品,OEM,83072065,台,100,10.08,USD,2025-07-10,2025-10-08,北美,基本适合,A优先推荐,齐全,inactive
PRD00167,ENT0034,样例企业034产品2,Product 2 of ENT0034,MACH,机械设备,核心产品,ODM,17341139,箱,50,265.71,USD,2024-04-10,2024-07-09,北美,基本适合,B可推荐,齐全,active
PRD00168,ENT0034,样例企业034产品3,Product 3 of ENT0034,MACH,机械设备,核心产品,标准品,11830514,台,50,16.62,USD,2025-05-27,2025-08-25,中东,适合,B可推荐,部分齐全,draft
PRD00169,ENT0034,样例企业034产品4,Product 4 of ENT0034,MACH,机械设备,定制产品,ODM,69709335,套,50,262.82,USD,2023-07-08,2023-10-06,非洲,适合,A优先推荐,待补充,draft
PRD00170,ENT0034,样例企业034产品5,Product 5 of ENT0034,MACH,机械设备,核心产品,标准品,78120829,件,100,27.40,USD,2023-11-24,2024-02-22,拉美,待判断,B可推荐,部分齐全,active
PRD00171,ENT0035,样例企业035产品1,Product 1 of ENT0035,ELEC,电子电气,配套产品,OEM,27531218,件,500,23.56,USD,2024-08-17,2024-11-15,非洲,适合,A优先推荐,部分齐全,active
PRD00172,ENT0035,样例企业035产品2,Product 2 of ENT0035,ELEC,电子电气,配套产品,OEM,25866004,套,50,56.11,USD,2024-05-31,2024-08-29,欧洲,基本适合,C待完善,齐全,inactive
PRD00173,ENT0035,样例企业035产品3,Product 3 of ENT0035,ELEC,电子电气,核心产品,ODM,32114186,台,200,277.57,USD,2025-08-21,2025-11-19,欧洲,基本适合,B可推荐,部分齐全,active
PRD00174,ENT0035,样例企业035产品4,Product 4 of ENT0035,ELEC,电子电气,升级产品,OEM,74134287,套,200,139.36,USD,2025-09-26,2025-12-25,北美,适合,C待完善,待补充,inactive
PRD00175,ENT0035,样例企业035产品5,Product 5 of ENT0035,ELEC,电子电气,核心产品,定制品,61024028,台,100,142.18,USD,2025-11-30,2026-02-28,东南亚,基本适合,C待完善,齐全,draft
PRD00176,ENT0036,样例企业036产品1,Product 1 of ENT0036,MACH,机械设备,核心产品,OEM,57268838,件,200,122.38,USD,2025-11-09,2026-02-07,拉美,适合,C待完善,部分齐全,draft
PRD00177,ENT0036,样例企业036产品2,Product 2 of ENT0036,MACH,机械设备,定制产品,OEM,73748247,件,200,44.06,USD,2025-03-02,2025-05-31,拉美,基本适合,B可推荐,部分齐全,draft
PRD00178,ENT0036,样例企业036产品3,Product 3 of ENT0036,MACH,机械设备,核心产品,标准品,42859258,箱,500,123.71,USD,2025-09-05,2025-12-04,拉美,基本适合,A优先推荐,齐全,active
PRD00179,ENT0036,样例企业036产品4,Product 4 of ENT0036,MACH,机械设备,核心产品,ODM,33101813,箱,100,281.44,USD,2025-10-09,2026-01-07,欧洲,待判断,A优先推荐,齐全,draft
PRD00180,ENT0036,样例企业036产品5,Product 5 of ENT0036,MACH,机械设备,定制产品,标准品,39607622,件,200,232.65,USD,2024-04-11,2024-07-10,非洲,基本适合,C待完善,部分齐全,draft
PRD00181,ENT0037,样例企业037产品1,Product 1 of ENT0037,MACH,机械设备,升级产品,定制品,97673027,箱,50,292.77,USD,2023-11-19,2024-02-17,欧洲,基本适合,B可推荐,部分齐全,active
PRD00182,ENT0037,样例企业037产品2,Product 2 of ENT0037,MACH,机械设备,核心产品,标准品,54126680,件,50,235.59,USD,2024-09-08,2024-12-07,中东,基本适合,B可推荐,部分齐全,inactive
PRD00183,ENT0037,样例企业037产品3,Product 3 of ENT0037,MACH,机械设备,配套产品,定制品,31056779,套,50,279.78,USD,2023-03-05,2023-06-03,拉美,适合,A优先推荐,部分齐全,active
PRD00184,ENT0037,样例企业037产品4,Product 4 of ENT0037,MACH,机械设备,核心产品,OEM,94247114,套,50,163.98,USD,2023-08-27,2023-11-25,非洲,待判断,A优先推荐,齐全,active
PRD00185,ENT0037,样例企业037产品5,Product 5 of ENT0037,MACH,机械设备,配套产品,标准品,22745883,件,500,237.66,USD,2024-05-04,2024-08-02,东南亚,适合,A优先推荐,待补充,active
PRD00186,ENT0038,样例企业038产品1,Product 1 of ENT0038,MACH,机械设备,定制产品,标准品,14988583,套,500,175.27,USD,2023-11-29,2024-02-27,非洲,基本适合,C待完善,齐全,inactive
PRD00187,ENT0038,样例企业038产品2,Product 2 of ENT0038,MACH,机械设备,升级产品,OEM,67847567,件,100,89.06,USD,2025-10-14,2026-01-12,欧洲,适合,C待完善,待补充,draft
PRD00188,ENT0038,样例企业038产品3,Product 3 of ENT0038,MACH,机械设备,配套产品,OEM,60967144,套,50,166.18,USD,2023-06-22,2023-09-20,中东,基本适合,C待完善,待补充,draft
PRD00189,ENT0038,样例企业038产品4,Product 4 of ENT0038,MACH,机械设备,定制产品,定制品,17449948,件,500,272.72,USD,2023-01-06,2023-04-06,非洲,适合,C待完善,待补充,draft
PRD00190,ENT0038,样例企业038产品5,Product 5 of ENT0038,MACH,机械设备,定制产品,ODM,50445108,件,100,136.22,USD,2023-08-03,2023-11-01,非洲,适合,C待完善,部分齐全,active
PRD00191,ENT0039,样例企业039产品1,Product 1 of ENT0039,HOME,家居日用,核心产品,OEM,92748040,箱,200,244.35,USD,2024-10-09,2025-01-07,欧洲,适合,A优先推荐,待补充,active
PRD00192,ENT0039,样例企业039产品2,Product 2 of ENT0039,HOME,家居日用,定制产品,定制品,67880071,套,50,97.52,USD,2024-10-06,2025-01-04,欧洲,待判断,C待完善,部分齐全,draft
PRD00193,ENT0039,样例企业039产品3,Product 3 of ENT0039,HOME,家居日用,定制产品,ODM,77329943,箱,500,202.38,USD,2023-01-10,2023-04-10,欧洲,基本适合,C待完善,齐全,draft
PRD00194,ENT0039,样例企业039产品4,Product 4 of ENT0039,HOME,家居日用,升级产品,OEM,23376883,件,200,283.51,USD,2023-08-03,2023-11-01,拉美,适合,A优先推荐,齐全,active
PRD00195,ENT0039,样例企业039产品5,Product 5 of ENT0039,HOME,家居日用,配套产品,OEM,77159928,件,50,256.63,USD,2024-04-22,2024-07-21,欧洲,基本适合,B可推荐,待补充,active
PRD00196,ENT0040,样例企业040产品1,Product 1 of ENT0040,TEXT,纺织服装,核心产品,标准品,67300226,件,500,224.89,USD,2024-01-26,2024-04-25,拉美,基本适合,A优先推荐,齐全,draft
PRD00197,ENT0040,样例企业040产品2,Product 2 of ENT0040,TEXT,纺织服装,配套产品,标准品,33364552,套,100,146.76,USD,2025-01-06,2025-04-06,非洲,基本适合,A优先推荐,齐全,active
PRD00198,ENT0040,样例企业040产品3,Product 3 of ENT0040,TEXT,纺织服装,核心产品,OEM,65284505,箱,500,115.82,USD,2024-12-09,2025-03-09,东南亚,基本适合,B可推荐,部分齐全,draft
PRD00199,ENT0040,样例企业040产品4,Product 4 of ENT0040,TEXT,纺织服装,核心产品,ODM,46787915,箱,50,164.66,USD,2024-01-27,2024-04-26,拉美,基本适合,B可推荐,部分齐全,draft
PRD00200,ENT0040,样例企业040产品5,Product 5 of ENT0040,TEXT,纺织服装,定制产品,定制品,44591326,箱,200,181.72,USD,2023-08-14,2023-11-12,欧洲,基本适合,B可推荐,待补充,active
PRD00201,ENT0041,样例企业041产品1,Product 1 of ENT0041,HOME,家居日用,升级产品,OEM,40672625,件,50,223.80,USD,2024-03-19,2024-06-17,东南亚,待判断,B可推荐,待补充,inactive
PRD00202,ENT0041,样例企业041产品2,Product 2 of ENT0041,HOME,家居日用,升级产品,OEM,46161393,套,200,274.61,USD,2025-01-20,2025-04-20,非洲,待判断,A优先推荐,部分齐全,active
PRD00203,ENT0041,样例企业041产品3,Product 3 of ENT0041,HOME,家居日用,核心产品,OEM,46759294,箱,500,50.89,USD,2023-01-22,2023-04-22,东南亚,待判断,C待完善,部分齐全,draft
PRD00204,ENT0041,样例企业041产品4,Product 4 of ENT0041,HOME,家居日用,升级产品,定制品,84377904,件,50,295.90,USD,2024-03-10,2024-06-08,非洲,待判断,A优先推荐,待补充,active
PRD00205,ENT0041,样例企业041产品5,Product 5 of ENT0041,HOME,家居日用,升级产品,定制品,48455316,箱,500,124.34,USD,2023-08-30,2023-11-28,拉美,待判断,C待完善,齐全,active
PRD00206,ENT0042,样例企业042产品1,Product 1 of ENT0042,HOME,家居日用,核心产品,ODM,57265097,箱,500,281.13,USD,2023-01-30,2023-04-30,东南亚,待判断,A优先推荐,待补充,inactive
PRD00207,ENT0042,样例企业042产品2,Product 2 of ENT0042,HOME,家居日用,核心产品,ODM,54177276,件,200,123.49,USD,2023-09-09,2023-12-08,北美,待判断,B可推荐,待补充,inactive
PRD00208,ENT0042,样例企业042产品3,Product 3 of ENT0042,HOME,家居日用,升级产品,OEM,96078861,箱,50,14.96,USD,2024-07-29,2024-10-27,拉美,待判断,C待完善,待补充,active
PRD00209,ENT0042,样例企业042产品4,Product 4 of ENT0042,HOME,家居日用,配套产品,OEM,76767743,件,50,73.98,USD,2025-07-10,2025-10-08,非洲,基本适合,B可推荐,待补充,draft
PRD00210,ENT0042,样例企业042产品5,Product 5 of ENT0042,HOME,家居日用,升级产品,标准品,46538566,台,500,184.11,USD,2024-07-01,2024-09-29,拉美,待判断,C待完善,待补充,inactive
PRD00211,ENT0043,样例企业043产品1,Product 1 of ENT0043,MACH,机械设备,配套产品,定制品,68412696,箱,100,122.06,USD,2024-03-02,2024-05-31,北美,适合,B可推荐,部分齐全,active
PRD00212,ENT0043,样例企业043产品2,Product 2 of ENT0043,MACH,机械设备,升级产品,定制品,25701035,台,100,20.51,USD,2024-12-10,2025-03-10,欧洲,待判断,B可推荐,待补充,active
PRD00213,ENT0043,样例企业043产品3,Product 3 of ENT0043,MACH,机械设备,核心产品,OEM,87876015,套,200,143.14,USD,2024-09-15,2024-12-14,欧洲,待判断,C待完善,待补充,inactive
PRD00214,ENT0043,样例企业043产品4,Product 4 of ENT0043,MACH,机械设备,配套产品,OEM,51247072,台,50,175.48,USD,2023-06-18,2023-09-16,非洲,待判断,C待完善,待补充,active
PRD00215,ENT0043,样例企业043产品5,Product 5 of ENT0043,MACH,机械设备,核心产品,标准品,37934945,套,100,91.12,USD,2025-09-15,2025-12-14,北美,待判断,A优先推荐,齐全,active
PRD00216,ENT0044,样例企业044产品1,Product 1 of ENT0044,FOOD,食品饮料,核心产品,ODM,88956571,箱,500,120.07,USD,2025-11-17,2026-02-15,欧洲,适合,B可推荐,待补充,draft
PRD00217,ENT0044,样例企业044产品2,Product 2 of ENT0044,FOOD,食品饮料,核心产品,标准品,96904444,箱,200,298.90,USD,2024-01-29,2024-04-28,拉美,待判断,B可推荐,待补充,active
PRD00218,ENT0044,样例企业044产品3,Product 3 of ENT0044,FOOD,食品饮料,升级产品,ODM,80975784,台,500,148.14,USD,2024-07-28,2024-10-26,北美,适合,B可推荐,待补充,active
PRD00219,ENT0044,样例企业044产品4,Product 4 of ENT0044,FOOD,食品饮料,核心产品,标准品,31496722,件,50,273.43,USD,2024-03-15,2024-06-13,中东,基本适合,C待完善,待补充,inactive
PRD00220,ENT0044,样例企业044产品5,Product 5 of ENT0044,FOOD,食品饮料,核心产品,OEM,65875732,箱,100,192.47,USD,2023-12-05,2024-03-04,中东,基本适合,A优先推荐,齐全,draft
PRD00221,ENT0045,样例企业045产品1,Product 1 of ENT0045,FOOD,食品饮料,升级产品,定制品,79735516,箱,50,199.21,USD,2025-10-18,2026-01-16,欧洲,适合,A优先推荐,待补充,active
PRD00222,ENT0045,样例企业045产品2,Product 2 of ENT0045,FOOD,食品饮料,核心产品,ODM,91657919,台,500,92.69,USD,2025-11-06,2026-02-04,中东,适合,A优先推荐,齐全,inactive
PRD00223,ENT0045,样例企业045产品3,Product 3 of ENT0045,FOOD,食品饮料,升级产品,定制品,12022176,台,500,56.30,USD,2025-09-26,2025-12-25,拉美,适合,C待完善,部分齐全,inactive
PRD00224,ENT0045,样例企业045产品4,Product 4 of ENT0045,FOOD,食品饮料,定制产品,定制品,56761717,台,200,131.85,USD,2023-11-13,2024-02-11,北美,待判断,B可推荐,齐全,inactive
PRD00225,ENT0045,样例企业045产品5,Product 5 of ENT0045,FOOD,食品饮料,定制产品,OEM,24365556,箱,100,20.37,USD,2023-02-23,2023-05-24,中东,基本适合,B可推荐,部分齐全,inactive
PRD00226,ENT0046,样例企业046产品1,Product 1 of ENT0046,FOOD,食品饮料,配套产品,标准品,54026354,箱,200,66.33,USD,2025-08-29,2025-11-27,拉美,适合,A优先推荐,待补充,draft
PRD00227,ENT0046,样例企业046产品2,Product 2 of ENT0046,FOOD,食品饮料,核心产品,ODM,51897706,套,50,10.87,USD,2025-01-16,2025-04-16,拉美,基本适合,A优先推荐,部分齐全,draft
PRD00228,ENT0046,样例企业046产品3,Product 3 of ENT0046,FOOD,食品饮料,升级产品,OEM,13179882,箱,500,215.91,USD,2023-10-18,2024-01-16,欧洲,适合,B可推荐,齐全,draft
PRD00229,ENT0046,样例企业046产品4,Product 4 of ENT0046,FOOD,食品饮料,核心产品,标准品,73204125,台,500,19.43,USD,2023-05-03,2023-08-01,中东,待判断,C待完善,部分齐全,draft
PRD00230,ENT0046,样例企业046产品5,Product 5 of ENT0046,FOOD,食品饮料,核心产品,定制品,26863586,套,500,223.53,USD,2025-08-11,2025-11-09,欧洲,适合,C待完善,部分齐全,active
PRD00231,ENT0047,样例企业047产品1,Product 1 of ENT0047,MACH,机械设备,核心产品,OEM,96873217,箱,100,99.64,USD,2023-10-14,2024-01-12,北美,待判断,A优先推荐,齐全,inactive
PRD00232,ENT0047,样例企业047产品2,Product 2 of ENT0047,MACH,机械设备,核心产品,定制品,76753808,箱,500,270.36,USD,2024-04-17,2024-07-16,中东,基本适合,B可推荐,待补充,inactive
PRD00233,ENT0047,样例企业047产品3,Product 3 of ENT0047,MACH,机械设备,定制产品,标准品,12516495,套,100,77.40,USD,2024-08-23,2024-11-21,中东,待判断,C待完善,待补充,draft
PRD00234,ENT0047,样例企业047产品4,Product 4 of ENT0047,MACH,机械设备,定制产品,ODM,18700771,件,50,162.05,USD,2025-04-26,2025-07-25,欧洲,待判断,B可推荐,待补充,draft
PRD00235,ENT0047,样例企业047产品5,Product 5 of ENT0047,MACH,机械设备,核心产品,定制品,51116658,箱,200,142.51,USD,2024-01-22,2024-04-21,北美,基本适合,B可推荐,待补充,active
PRD00236,ENT0048,样例企业048产品1,Product 1 of ENT0048,FOOD,食品饮料,定制产品,定制品,92078183,箱,100,46.93,USD,2025-04-18,2025-07-17,欧洲,待判断,A优先推荐,齐全,active
PRD00237,ENT0048,样例企业048产品2,Product 2 of ENT0048,FOOD,食品饮料,升级产品,定制品,64708618,套,200,109.91,USD,2024-02-08,2024-05-08,中东,基本适合,B可推荐,部分齐全,draft
PRD00238,ENT0048,样例企业048产品3,Product 3 of ENT0048,FOOD,食品饮料,定制产品,标准品,74128829,箱,200,173.24,USD,2023-05-13,2023-08-11,欧洲,待判断,B可推荐,部分齐全,inactive
PRD00239,ENT0048,样例企业048产品4,Product 4 of ENT0048,FOOD,食品饮料,升级产品,OEM,83925033,箱,100,160.75,USD,2023-02-04,2023-05-05,中东,适合,B可推荐,待补充,draft
PRD00240,ENT0048,样例企业048产品5,Product 5 of ENT0048,FOOD,食品饮料,配套产品,OEM,72581930,箱,100,86.14,USD,2025-11-30,2026-02-28,欧洲,适合,C待完善,部分齐全,inactive
PRD00241,ENT0049,样例企业049产品1,Product 1 of ENT0049,HOME,家居日用,核心产品,OEM,19837131,件,50,121.06,USD,2024-04-23,2024-07-22,中东,适合,A优先推荐,部分齐全,active
PRD00242,ENT0049,样例企业049产品2,Product 2 of ENT0049,HOME,家居日用,配套产品,标准品,58137915,台,500,89.67,USD,2024-10-18,2025-01-16,北美,待判断,C待完善,部分齐全,active
PRD00243,ENT0049,样例企业049产品3,Product 3 of ENT0049,HOME,家居日用,核心产品,标准品,59506517,件,200,134.31,USD,2023-09-26,2023-12-25,欧洲,待判断,A优先推荐,部分齐全,draft
PRD00244,ENT0049,样例企业049产品4,Product 4 of ENT0049,HOME,家居日用,核心产品,ODM,85936572,箱,50,271.90,USD,2023-02-11,2023-05-12,北美,适合,C待完善,部分齐全,active
PRD00245,ENT0049,样例企业049产品5,Product 5 of ENT0049,HOME,家居日用,定制产品,定制品,79549439,台,500,167.77,USD,2023-01-30,2023-04-30,东南亚,待判断,A优先推荐,齐全,inactive
PRD00246,ENT0050,样例企业050产品1,Product 1 of ENT0050,HOME,家居日用,定制产品,ODM,40404108,箱,100,89.37,USD,2024-09-22,2024-12-21,东南亚,适合,C待完善,部分齐全,active
PRD00247,ENT0050,样例企业050产品2,Product 2 of ENT0050,HOME,家居日用,定制产品,ODM,16061179,套,100,200.30,USD,2025-07-24,2025-10-22,拉美,待判断,A优先推荐,部分齐全,draft
PRD00248,ENT0050,样例企业050产品3,Product 3 of ENT0050,HOME,家居日用,核心产品,ODM,44060152,台,100,81.37,USD,2024-02-25,2024-05-25,欧洲,适合,B可推荐,待补充,draft
PRD00249,ENT0050,样例企业050产品4,Product 4 of ENT0050,HOME,家居日用,升级产品,定制品,89404067,台,50,31.77,USD,2023-07-05,2023-10-03,东南亚,基本适合,B可推荐,部分齐全,active
PRD00250,ENT0050,样例企业050产品5,Product 5 of ENT0050,HOME,家居日用,升级产品,标准品,91015179,件,200,287.38,USD,2025-02-13,2025-05-14,非洲,待判断,B可推荐,待补充,inactive
